finess;finess_geographique;acte_ccam_phase;nombre_d_actes;duree_moyenne_de_sejour_dms;nombre_sejour_ambulatoire;annee;acte;phase;code_regroupement;regroupement;libelle;tarif_secteur_1_adherent_optam_optam_co;tarif_hors_secteur_1_hors_adherent_optam_optam_co;remboursement_sous_conditions;accord_prealable;tm_exoneration;libelle_mft;siren;telephone;epci;coordonnees;raison_sociale;code_ape;statut_juridique;adresse;raison_sociale_longue;departement;code_insee;siret;type_d_etablissement;commune;region;categorie_d_etablissement;proportion_actes_ambulatoires
2B0000392;2B0000392;EQLF0010;30.0;9.46666666667;.;2016;EQLF001;0;ATM;Actes techniques médicaux (hors imagerie);Injection intraveineuse continue de dobutamine ou de dopamine à débit inférieur à 8 microgrammes par kilogramme par minute [µg/kg/min], ou de dopexamine en dehors de la période néonatale, par 24 heures;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;DEQP0040;957.0;10.0939849624;.;2016;DEQP004;0;ATM;Actes techniques médicaux (hors imagerie);Surveillance continue de l'électrocardiogramme par oscilloscopie et/ou télésurveillance, par 24 heures;;;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;HBGD4890;15.0;0.4;12;2017;HBGD489;0;ADC;Actes de chirurgie;Avulsion de 4 dents permanentes sur arcade sans alvéolectomie;83.6;83.6;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;80.0
2A0000154;2A0000154;QZQX0040;19.0;0.0;19;2015;QZQX004;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique d'une pièce d'exérèse de peau et/ou de tissu mou susfascial [susaponévrotique] de moins de 5 cm²;47.55;47.55;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000139;2A0000139;YYYY6000;24.0;6.30434782609;.;2016;YYYY600;0;ADI;Actes d'imagerie;Supplément pour archivage numérique d’une mammographie ou d’un examen scanographique ou remnographique;0.75;0.75;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;DELF0100;25.0;2.76;.;2016;DELF010;0;ATM;Actes techniques médicaux (hors imagerie);Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde intraatriale et intraventriculaire droite unique par voie veineuse transcutanée;277.98;277.98;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;FCQX0040;28.0;8.53846153846;.;2016;FCQX004;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique de pièce d'exérèse de nœud [ganglion] lymphatique;55.3;55.3;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;HKFA0090;17.0;2.0;.;2016;HKFA009;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Sphinctéromyectomie de l'anus, par abord anal;187.18;134.9;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;QZFA0390;11.0;0.0;.;2015;QZFA039;0;ADC;Actes de chirurgie;Exérèse partielle de l'appareil unguéal;35.45;29.34;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;FAFA0060;15.0;2.13333333333;.;2016;FAFA006;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Amygdalectomie par dissection, avec adénoïdectomie et myringotomie unilatérale ou bilatérale;112.4;112.4;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;2A0000139;KCFA0080;14.0;2.57142857143;.;2016;KCFA008;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Lobo-isthmectomie unilatérale de la glande thyroïde, par cervicotomie;283.6;273.85;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;;YYYY0150;991.0;10.5069767442;.;2017;YYYY015;0;ATM;Actes techniques médicaux (hors imagerie);Forfait de réanimation niveau A;96.0;96.0;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000139;;FAFA0150;20.0;1.68421052632;.;2017;FAFA015;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Amygdalectomie par dissection, avec adénoïdectomie;91.63;88.26;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;QZQX0320;126.0;0.008;124;2015;QZQX032;0;ATM;Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de plusieurs pièces d'exérèse de peau et/ou de tissu mou susfascial [susaponévrotique] de moins de 5 cm²;85.5;85.5;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;98.4126984127
2A0000139;2A0000139;DERP0030;33.0;0.606060606061;30;2015;DERP003;0;ADA/ATM;Actes d'anesthésie/Actes techniques médicaux (hors imagerie);Choc électrique cardiaque transcutané [Cardioversion externe], en dehors de l'urgence;73.83;67.02;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;90.9090909091
2B0000079;;FAFA0130;26.0;0.0;26;2017;FAFA013;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Adénoïdectomie avec myringotomie unilatérale ou bilatérale;64.68;59.1;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2A0000139;;EJGA0010;18.0;0.388888888889;12;2017;EJGA001;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Extraction [Stripping] de la petite veine saphène, par abord direct;167.2;167.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;66.6666666667
2B0000392;;ZZQX2000;69.0;0.132352941176;60;2017;ZZQX200;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies étagées de 2 structures anatomiques;73.1;73.1;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;86.9565217391
2A0000139;2A0000139;ZZQX0770;1123.0;0.883035714286;891;2016;ZZQX077;0;ATM;Actes techniques médicaux (hors imagerie);Examen histopathologique de biopsies étagées d'une structure anatomique;36.4;36.4;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;79.3410507569
2A0000154;2A0000154;HBGD0250;37.0;0.0;37;2015;HBGD025;0;ADC;Actes de chirurgie;Avulsion de 2 troisièmes molaires retenues ou à l'état de germe;125.4;125.4;;;;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000139;2A0000139;JJQX0050;37.0;4.78378378378;.;2015;JJQX005;0;ATM/ATM;Actes techniques médicaux (hors imagerie)/Actes techniques médicaux (hors imagerie);Examen anatomopathologique à visée carcinologique de pièce de plusieurs ovariectomies partielle et/ou totale;;;;;;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZZQX1180;36.0;0.0277777777778;35;2015;ZZQX118;0;ATM;Actes techniques médicaux (hors imagerie);Examen cytopathologique et/ou histopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, sur le lieu du prélèvement;84.0;84.0;;;5.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;97.2222222222
2A0000139;2A0000139;HESE0020;15.0;6.93333333333;.;2015;HESE002;0;ATM/ADA;Actes techniques médicaux (hors imagerie)/Actes d'anesthésie;Hémostase de lésion de l'œsophage, de l'estomac et/ou du duodénum sans laser, par œso-gastro-duodénoscopie;135.62;135.62;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;2B0000079;QZFA0110;338.0;0.00358422939068;278;2016;QZFA011;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 10 cm² à 50 cm²;95.72;67.61;RC;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;82.2485207101
2A0000139;;JDGE0010;123.0;1.0162601626;91;2017;JDGE001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de calcul ou de corps étranger de la vessie, par endoscopie;139.67;133.68;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.29.29.29;CA du Pays Ajaccien;41.92358, 8.735116;CLINISUD;;;12 AV NAPOLEON III;;CORSE-DU-SUD;2A004;42510293600035;Etablissement simple;Ajaccio;CORSE;Etablissement de Soins Pluridisciplinaire;73.9837398374
2B0000392;2B0000392;JDFE0020;138.0;5.21014492754;.;2015;JDFE002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Résection de 1 à 3 tumeurs de la vessie, par endoscopie;177.96;173.44;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;;GDNE0020;12.0;0.0;12;2017;GDNE002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Destruction de lésion du larynx, par laryngoscopie directe sans laser;104.5;104.5;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2B0000392;;JCGE0050;21.0;2.05;.;2017;JCGE005;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation et/ou fragmentation de calcul de l'uretère iliaque, par urétéroscopie rétrograde;348.83;285.35;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;ZZLP0300;59.0;8.78260869565;.;2015;ZZLP030;0;ADA/ADA;Actes d'anesthésie/Actes d'anesthésie;Anesthésie générale ou locorégionale complémentaire niveau 2;;;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;JGFA0150;43.0;5.02325581395;.;2016;JGFA015;0;;;;;;;;;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000079;;BGMA0020;70.0;1.01428571429;.;2017;BGMA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Opération rétinovitréenne associant au moins 4 des actes suivants : coagulation, vitrectomie, endocoagulation avec laser, rétinotomie, tamponnement interne, échange fluide-gaz, dissection de brides, rétinectomie;514.85;474.17;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;
2A0000154;2A0000154;NAQK0150;36.0;10.2647058824;.;2015;NAQK015;0;ADI;Actes d'imagerie;Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence;19.95;19.95;;;2.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;
2A0000154;2A0000154;PAGA0090;14.0;0.357142857143;11;2016;PAGA009;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation de matériel d'ostéosynthèse des membres sur plusieurs sites, par abord direct;205.61;158.75;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;78.5714285714
2A0000154;2A0000154;PDFA0010;24.0;0.0416666666667;23;2016;PDFA001;0;ADC;Actes de chirurgie;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux;122.66;97.48;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;95.8333333333
2A0000154;2A0000154;MJPA0020;14.0;0.0714285714286;13;2016;MJPA002;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Libération des tendons des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct;167.2;167.2;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;92.8571428571
2B0005664;;FELF0110;315.0;25.7272727273;.;2017;FELF011;0;ATM;Actes techniques médicaux (hors imagerie);Transfusion de concentré de globules rouges d'un volume inférieur à une demimasse sanguine;46.14;34.82;;;1.0;ARS établissements de santé non financés dotation globale;;;CA de Bastia;42.70533, 9.440392;CLINIQUE DE TOGA;;;QUARTIER TOGA;;HAUTE-CORSE;2B033;80162444600028;Etablissement simple;Bastia;CORSE;Etablissement de Soins Pluridisciplinaire;
2B0000392;2B0000392;JCGE0010;114.0;1.98245614035;14;2015;JCGE001;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Ablation et/ou fragmentation de calcul de l'uretère pelvien, par urétéroscopie rétrograde;317.63;267.26;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;12.2807017544
2B0000392;2B0000392;MJPA0090;21.0;0.0;21;2016;MJPA009;0;ADA/ADC;Actes d'anesthésie/Actes de chirurgie;Libération du tendon d'un muscle extenseur d'un doigt sur un rayon de la main, par abord direct;146.76;137.79;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.54.51.00;CA de Bastia;42.655777, 9.432311;POLYCLINIQUE DE FURIANI;;;;POLYCLINIQUE DE FURIANI;HAUTE-CORSE;2B120;49682015000019;Etablissement simple;Furiani;CORSE;Etablissement de Soins Pluridisciplinaire;100.0
2A0000154;2A0000154;HGQE0020;105.0;2.23076923077;71;2015;HGQE002;0;ATM;Actes techniques médicaux (hors imagerie);Duodénoscopie par appareil à vision latérale;99.88;99.88;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.73.80.00;CC du Sud Corse;;CLINIQUE DU SUD DE LA CORSE;;;R DU DOCTEUR JOURDAN;CLINIQUE CHIRURGICALE DU SUD DE LA CORSE;CORSE-DU-SUD;2A247;30279169400011;Etablissement simple;Porto-Vecchio;CORSE;Etablissement de Soins Pluridisciplinaire;67.619047619
2B0000079;2B0000079;HBGD3190;14.0;0.0;14;2015;HBGD319;0;ADC;Actes de chirurgie;Avulsion de 3 dents permanentes sur arcade sans alvéolectomie;66.88;66.88;;;;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
2B0000079;2B0000079;LBFA0020;45.0;0.0;45;2015;LBFA002;0;ADC/ADA;Actes de chirurgie/Actes d'anesthésie;Exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de plus de 4 cm de grand axe, par abord intrabuccal;121.95;114.62;;;1.0;ARS établissements de santé non financés dotation globale;;04.95.34.89.89;CA de Bastia;;CLINIQUE DR FILIPPI;8610Z;;BD B DANESI;CLINIQUE DU DOCTEUR PAUL LAURENT FILIPPI;HAUTE-CORSE;2B033;30509766900017;Etablissement simple;Bastia;CORSE;Etablissement de Soins Chirurgicaux;100.0
